locus_tag,accession,start,end,strand,gene_name,old_locus_tag,gene_product,ncbi_protein
SAOUHSC_00294,NC_007795.1,307111.0,308643.0,-,,,hypothetical protein,YP_498884.1
SAOUHSC_00295,NC_007795.1,308683.0,309564.0,-,,,N-acetylneuraminate lyase,YP_498885.1
SAOUHSC_00296,NC_007795.1,309722.0,310582.0,+,,,ROK family protein,YP_498886.1
SAOUHSC_00297,NC_007795.1,310860.0,311660.0,-,,,hypothetical protein,YP_498887.1
SAOUHSC_00298,NC_007795.1,311800.0,312468.0,+,,,N-acetylmannosamine-6-phosphate 2-epimerase,YP_498888.1
SAOUHSC_00299,NC_007795.1,312595.0,313908.0,-,,,hypothetical protein,YP_498889.1
SAOUHSC_00300,NC_007795.1,314326.0,316398.0,+,,,lipase,YP_498890.1
SAOUHSC_00301,NC_007795.1,316640.0,317467.0,-,,,hypothetical protein,YP_498891.1
SAOUHSC_00302,NC_007795.1,317540.0,318739.0,-,,,hypothetical protein,YP_498892.1
SAOUHSC_00303,NC_007795.1,318835.0,318927.0,+,,,hypothetical protein,YP_498893.1
SAOUHSC_00304,NC_007795.1,319041.0,320042.0,+,,,hypothetical protein,YP_498894.1
SAOUHSC_00305,NC_007795.1,320076.0,320408.0,+,,,hypothetical protein,YP_498895.2
SAOUHSC_00306,NC_007795.1,320409.0,321209.0,+,,,hypothetical protein,YP_498896.1
SAOUHSC_00307,NC_007795.1,321199.0,322143.0,+,,,hypothetical protein,YP_498897.1
SAOUHSC_00308,NC_007795.1,322121.0,323143.0,+,,,hypothetical protein,YP_498898.1
SAOUHSC_00309,NC_007795.1,323458.0,324483.0,+,,,hypothetical protein,YP_498899.1
SAOUHSC_00310,NC_007795.1,324576.0,325922.0,-,ulaA,,PTS system ascorbate-specific transporter subunit IIC,YP_498900.1
SAOUHSC_00311,NC_007795.1,325937.0,326221.0,-,,,hypothetical protein,YP_498901.1
SAOUHSC_00312,NC_007795.1,326223.0,326666.0,-,,,hypothetical protein,YP_498902.1
SAOUHSC_00313,NC_007795.1,326671.0,328626.0,-,,,hypothetical protein,YP_498903.1
SAOUHSC_00314,NC_007795.1,328838.0,329257.0,+,,,hypothetical protein,YP_498904.1
SAOUHSC_00315,NC_007795.1,329364.0,330719.0,+,,,hypothetical protein,YP_498905.1
SAOUHSC_00316,NC_007795.1,330823.0,331263.0,+,,,hypothetical protein,YP_498906.1
SAOUHSC_00317,NC_007795.1,331346.0,332704.0,-,,,glycerol-3-phosphate transporter,YP_498907.1
SAOUHSC_00318,NC_007795.1,333012.0,333938.0,+,,,hypothetical protein,YP_498908.1
SAOUHSC_00319,NC_007795.1,333952.0,335013.0,+,,,hypothetical protein,YP_498909.1
SAOUHSC_00320,NC_007795.1,335027.0,335593.0,+,,,NADPH-dependent FMN reductase,YP_498910.1
SAOUHSC_00322,NC_007795.1,335653.0,336648.0,-,,,hypothetical protein,YP_498911.1
SAOUHSC_00323,NC_007795.1,336647.0,337054.0,+,,,hypothetical protein,YP_498912.1
SAOUHSC_00324,NC_007795.1,337067.0,337612.0,+,,,50S ribosomal protein L7 serine acetyltransferase,YP_498913.1
SAOUHSC_00325,NC_007795.1,337880.0,338734.0,+,,,hypothetical protein,YP_498914.1
SAOUHSC_00326,NC_007795.1,338731.0,339960.0,+,,,hypothetical protein,YP_498915.1
SAOUHSC_00327,NC_007795.1,339971.0,341653.0,+,,,hypothetical protein,YP_498916.1
SAOUHSC_00328,NC_007795.1,341746.0,342402.0,-,,,hypothetical protein,YP_498917.1
SAOUHSC_00329,NC_007795.1,342464.0,342688.0,-,,,mttA/Hcf106 family protein-like protein,YP_498918.1
SAOUHSC_00330,NC_007795.1,342788.0,343177.0,-,,,hypothetical protein,YP_498919.1
SAOUHSC_00331,NC_007795.1,343418.0,343621.0,+,,,hypothetical protein,YP_498920.1
SAOUHSC_00332,NC_007795.1,343618.0,344331.0,+,,,hypothetical protein,YP_498921.1
SAOUHSC_00333,NC_007795.1,344356.0,345198.0,+,,,ABC transporter ATP-binding protein,YP_498922.1
SAOUHSC_00334,NC_007795.1,345198.0,345827.0,+,,,hypothetical protein,YP_498923.1
SAOUHSC_00335,NC_007795.1,346194.0,347327.0,-,,,hypothetical protein,YP_498924.1
SAOUHSC_00336,NC_007795.1,347866.0,349047.0,+,,,acetyl-CoA acyltransferase,YP_498926.1
SAOUHSC_00337,NC_007795.1,349130.0,349882.0,-,,,hypothetical protein,YP_498927.1
SAOUHSC_00338,NC_007795.1,349925.0,352153.0,-,,,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,YP_498928.1
SAOUHSC_00339,NC_007795.1,352150.0,353991.0,-,,,bifunctional homocysteine S-methyltransferase/5%2C10-methylenetetrahydrofolate reductase,YP_498929.1
SAOUHSC_00340,NC_007795.1,353960.0,355120.0,-,,,trans-sulfuration enzyme family protein,YP_498930.1
SAOUHSC_00341,NC_007795.1,355117.0,356220.0,-,,,hypothetical protein,YP_498931.1
SAOUHSC_00342,NC_007795.1,356884.0,357729.0,+,,,ParB family chromosome partioning protein,YP_498932.1
SAOUHSC_00344,NC_007795.1,357886.0,358767.0,+,,,hypothetical protein,YP_498933.1
SAOUHSC_00345,NC_007795.1,358797.0,359000.0,+,,,hypothetical protein,YP_498934.1
SAOUHSC_00346,NC_007795.1,359012.0,360109.0,+,,,GTP-dependent nucleic acid-binding protein EngD,YP_498935.1
SAOUHSC_00347,NC_007795.1,360195.0,360386.0,-,,,hypothetical protein,YP_498936.1
SAOUHSC_00348,NC_007795.1,360630.0,360926.0,+,rpsF,,30S ribosomal protein S6,YP_498937.1
SAOUHSC_00349,NC_007795.1,360947.0,361450.0,+,,,bacteriophage L54a single-stranded DNA binding protein,YP_498938.1
SAOUHSC_00350,NC_007795.1,361502.0,361744.0,+,rpsR,,30S ribosomal protein S18,YP_498939.1
SAOUHSC_00351,NC_007795.1,362010.0,362948.0,-,,,hypothetical protein,YP_498940.1
SAOUHSC_00352,NC_007795.1,362987.0,363298.0,-,,,integrase-like protein,YP_498941.1
SAOUHSC_00353,NC_007795.1,363376.0,363534.0,-,,,hypothetical protein,YP_498942.1
SAOUHSC_00354,NC_007795.1,363894.0,364505.0,+,,,hypothetical protein,YP_498943.1
SAOUHSC_00355,NC_007795.1,364874.0,365242.0,+,,,hypothetical protein,YP_498944.1
SAOUHSC_00356,NC_007795.1,365423.0,365995.0,+,,,hypothetical protein,YP_498945.1
SAOUHSC_00357,NC_007795.1,366133.0,366396.0,-,,,hypothetical protein,YP_498946.1
SAOUHSC_00358,NC_007795.1,366696.0,366947.0,+,,,hypothetical protein,YP_498947.1
SAOUHSC_A00354,NC_007795.1,366986.0,367195.0,-,,,hypothetical protein,YP_498948.1
SAOUHSC_00359,NC_007795.1,367373.0,367954.0,+,,,phosphoglycerate mutase family protein,YP_498949.1
SAOUHSC_00360,NC_007795.1,368020.0,368403.0,-,,,hypothetical protein,YP_498950.1
SAOUHSC_00362,NC_007795.1,368658.0,369284.0,-,,,hypothetical protein,YP_498951.1
SAOUHSC_00363,NC_007795.1,369357.0,369650.0,-,,,hypothetical protein,YP_498952.1
SAOUHSC_00364,NC_007795.1,369729.0,371252.0,-,,,alkyl hydroperoxide reductase subunit F,YP_498953.1
SAOUHSC_00365,NC_007795.1,371268.0,371837.0,-,,,alkyl hydroperoxide reductase subunit C,YP_498954.1
SAOUHSC_00366,NC_007795.1,372329.0,373084.0,+,,,NAD(P)H-flavin oxidoreductase,YP_498955.1
SAOUHSC_00367,NC_007795.1,373165.0,374553.0,-,,,hypothetical protein,YP_498956.1
SAOUHSC_00368,NC_007795.1,374638.0,374739.0,+,,,hypothetical protein,YP_498957.1
SAOUHSC_00369,NC_007795.1,375530.0,376486.0,-,,,hypothetical protein,YP_498958.1
SAOUHSC_00370,NC_007795.1,376604.0,377266.0,-,,,hypothetical protein,YP_498959.1
SAOUHSC_00371,NC_007795.1,377409.0,377816.0,-,,,hypothetical protein,YP_498960.1
SAOUHSC_00372,NC_007795.1,378329.0,378907.0,+,,,xanthine phosphoribosyltransferase,YP_498961.1
SAOUHSC_00373,NC_007795.1,378907.0,380175.0,+,,,xanthine permease,YP_498962.1
SAOUHSC_00374,NC_007795.1,380213.0,381679.0,+,,,inosine-5'-monophosphate dehydrogenase,YP_498963.1
SAOUHSC_00375,NC_007795.1,381704.0,383245.0,+,guaA,,GMP synthase,YP_498964.1
SAOUHSC_00376,NC_007795.1,383358.0,383894.0,-,,,hypothetical protein,YP_498965.1
SAOUHSC_00377,NC_007795.1,384287.0,384991.0,-,,,hypothetical protein,YP_498966.1
SAOUHSC_00378,NC_007795.1,385390.0,385662.0,-,,,hypothetical protein,YP_498967.1
SAOUHSC_00381a,NC_007795.1,385923.0,386075.0,-,,,hypothetical protein,YP_008530238.1
SAOUHSC_00381,NC_007795.1,386599.0,386958.0,-,,,hypothetical protein,YP_498969.1
SAOUHSC_00382,NC_007795.1,386977.0,387822.0,-,,,hypothetical protein,YP_498970.1
SAOUHSC_00383,NC_007795.1,388294.0,388974.0,+,,,superantigen-like protein,YP_498971.1
SAOUHSC_00384,NC_007795.1,389260.0,389955.0,+,,,superantigen-like protein,YP_498972.1
SAOUHSC_00386,NC_007795.1,390246.0,391316.0,+,,,superantigen-like protein,YP_498973.1
SAOUHSC_00387,NC_007795.1,391435.0,391572.0,+,,,hypothetical protein,YP_498974.1
SAOUHSC_00389,NC_007795.1,391681.0,392607.0,+,,,superantigen-like protein,YP_498975.1
SAOUHSC_00390,NC_007795.1,392971.0,393675.0,+,,,superantigen-like protein 5,YP_498976.1
SAOUHSC_00391,NC_007795.1,394121.0,394816.0,+,,,superantigen-like protein,YP_498978.1
SAOUHSC_00392,NC_007795.1,395237.0,395932.0,+,,,superantigen-like protein 7,YP_498979.1
SAOUHSC_00393,NC_007795.1,396276.0,396974.0,+,,,superantigen-like protein,YP_498980.1
SAOUHSC_00394,NC_007795.1,397354.0,398052.0,+,,,superantigen-like protein,YP_498981.1
SAOUHSC_00395,NC_007795.1,398418.0,399101.0,+,,,superantigen-like protein,YP_498982.1
SAOUHSC_00396,NC_007795.1,399186.0,399287.0,-,,,hypothetical protein,YP_498983.1
SAOUHSC_00397,NC_007795.1,399449.0,400921.0,+,,,type I restriction-modification system subunit M,YP_498984.1
SAOUHSC_00398,NC_007795.1,400914.0,402125.0,+,,,restriction modification system specificity subunit,YP_498985.1
SAOUHSC_00399,NC_007795.1,402508.0,403185.0,+,,,superantigen-like protein,YP_498986.1
SAOUHSC_00400,NC_007795.1,403207.0,404715.0,+,,,hypothetical protein,YP_498987.1
SAOUHSC_00401,NC_007795.1,404819.0,405127.0,-,,,hypothetical protein,YP_498988.1
SAOUHSC_00402,NC_007795.1,405465.0,406283.0,+,,,hypothetical protein,YP_498989.1
SAOUHSC_00404,NC_007795.1,406302.0,407087.0,+,,,hypothetical protein,YP_498990.1
SAOUHSC_00405,NC_007795.1,407345.0,408082.0,+,,,hypothetical protein,YP_498991.1
SAOUHSC_00406,NC_007795.1,408072.0,409400.0,+,,,hypothetical protein,YP_498992.1
SAOUHSC_00407,NC_007795.1,409397.0,409720.0,+,,,hypothetical protein,YP_498993.1
SAOUHSC_00408,NC_007795.1,409739.0,410053.0,+,,,hypothetical protein,YP_498994.1
SAOUHSC_00409,NC_007795.1,410343.0,410603.0,-,,,hypothetical protein,YP_498995.1
SAOUHSC_00410,NC_007795.1,410722.0,411924.0,+,,,hypothetical protein,YP_498996.1
SAOUHSC_00411,NC_007795.1,412193.0,412321.0,+,,,hypothetical protein,YP_498997.1
SAOUHSC_00412,NC_007795.1,413512.0,414996.0,+,,,NADH dehydrogenase subunit 5,YP_498998.1
SAOUHSC_00413,NC_007795.1,415009.0,417714.0,+,,,hypothetical protein,YP_498999.1
SAOUHSC_00414,NC_007795.1,417876.0,418238.0,+,,,hypothetical protein,YP_499000.1
SAOUHSC_00415,NC_007795.1,418467.0,418883.0,-,,,hypothetical protein,YP_499001.1
SAOUHSC_00416,NC_007795.1,418921.0,419595.0,+,,,hypothetical protein,YP_499002.1
SAOUHSC_00417,NC_007795.1,419632.0,420366.0,+,,,hypothetical protein,YP_499003.1
SAOUHSC_00418,NC_007795.1,420544.0,420657.0,+,,,hypothetical protein,YP_499004.1
SAOUHSC_00420,NC_007795.1,420822.0,422159.0,+,,,hypothetical protein,YP_499005.1
SAOUHSC_00421,NC_007795.1,422376.0,423290.0,+,,,hypothetical protein,YP_499006.1
SAOUHSC_00422,NC_007795.1,423274.0,424416.0,+,,,trans-sulfuration enzyme family protein,YP_499007.1
SAOUHSC_00423,NC_007795.1,424710.0,425735.0,+,,,hypothetical protein,YP_499008.1
SAOUHSC_00424,NC_007795.1,425739.0,426398.0,+,,,ABC transporter permease,YP_499009.1
SAOUHSC_00426,NC_007795.1,426435.0,427277.0,+,,,ABC transporter substrate-binding protein,YP_499010.1
SAOUHSC_00427,NC_007795.1,427609.0,428613.0,+,,,autolysin,YP_499011.1
SAOUHSC_00428,NC_007795.1,428798.0,429067.0,-,,,hypothetical protein,YP_499012.1
SAOUHSC_00429,NC_007795.1,429216.0,429611.0,+,,,MutT/nudix family protein,YP_499013.1
SAOUHSC_00430,NC_007795.1,429601.0,430086.0,+,,,hypothetical protein,YP_499014.1
SAOUHSC_00431,NC_007795.1,430255.0,431037.0,-,,,hypothetical protein,YP_499015.1
SAOUHSC_00433,NC_007795.1,431034.0,432152.0,-,,,hypothetical protein,YP_499016.1
SAOUHSC_00434,NC_007795.1,432267.0,433151.0,-,,,LysR family transcriptional regulator,YP_499017.1
SAOUHSC_00435,NC_007795.1,433332.0,437831.0,+,,,glutamate synthase large subunit,YP_499018.1
SAOUHSC_00436,NC_007795.1,437849.0,439312.0,+,gltD,,glutamate synthase subunit beta,YP_499019.1
SAOUHSC_00437,NC_007795.1,440144.0,441571.0,+,,,hypothetical protein,YP_499020.1
SAOUHSC_00438,NC_007795.1,441635.0,443275.0,+,,,alpha amylase family protein,YP_499021.1
SAOUHSC_00439,NC_007795.1,443300.0,444028.0,+,,,hypothetical protein,YP_499022.1
SAOUHSC_00440,NC_007795.1,444428.0,444529.0,+,,,hypothetical protein,YP_499023.1
SAOUHSC_00441,NC_007795.1,444667.0,445191.0,+,,,hypothetical protein,YP_499024.1
SAOUHSC_00442,NC_007795.1,445284.0,446957.0,+,,,DNA polymerase III subunits gamma and tau,YP_499025.1
SAOUHSC_00444,NC_007795.1,447047.0,447364.0,+,,,hypothetical protein,YP_499026.1
SAOUHSC_00445,NC_007795.1,447371.0,447967.0,+,recR,,recombination protein RecR,YP_499027.1
SAOUHSC_00446,NC_007795.1,448172.0,448270.0,+,,,hypothetical protein,YP_499028.1
SAOUHSC_00450,NC_007795.1,454730.0,456067.0,+,,,Orn/Lys/Arg decarboxylase,YP_499029.1
SAOUHSC_00451,NC_007795.1,456069.0,456686.0,+,tmk,,thymidylate kinase,YP_499030.1
SAOUHSC_00452,NC_007795.1,456714.0,457043.0,+,,,hypothetical protein,YP_499031.1
SAOUHSC_00454,NC_007795.1,457344.0,458183.0,+,,,DNA polymerase III subunit delta',YP_499033.1
SAOUHSC_00455,NC_007795.1,458184.0,458987.0,+,,,hypothetical protein,YP_499034.1
SAOUHSC_00456,NC_007795.1,459004.0,459351.0,+,,,DNA replication intiation control protein YabA,YP_499035.2
SAOUHSC_00457,NC_007795.1,459625.0,460350.0,+,,,hypothetical protein,YP_499036.1
SAOUHSC_00458,NC_007795.1,460343.0,460591.0,+,,,hypothetical protein,YP_499037.1
SAOUHSC_00459,NC_007795.1,460593.0,461432.0,+,,,hypothetical protein,YP_499038.1
SAOUHSC_00461,NC_007795.1,461717.0,463690.0,+,,,methionyl-tRNA synthetase,YP_499040.1
SAOUHSC_00462,NC_007795.1,463721.0,464494.0,+,,,hypothetical protein,YP_499041.1
SAOUHSC_00463,NC_007795.1,464661.0,465197.0,+,,,hypothetical protein,YP_499042.1
SAOUHSC_00464,NC_007795.1,465208.0,466101.0,+,ksgA,,dimethyladenosine transferase,YP_499043.1
SAOUHSC_00465,NC_007795.1,466201.0,466464.0,+,,,hypothetical protein,YP_499044.1
SAOUHSC_00466,NC_007795.1,466774.0,467622.0,+,ipk,,4-diphosphocytidyl-2C-methyl-D-erythritol kinase,YP_499045.1
SAOUHSC_00467,NC_007795.1,467636.0,468460.0,+,,,pur operon repressor,YP_499046.1
SAOUHSC_00468,NC_007795.1,468477.0,468857.0,+,,,hypothetical protein,YP_499047.1
SAOUHSC_00469,NC_007795.1,468929.0,469231.0,+,,,regulatory protein SpoVG,YP_499048.1
SAOUHSC_00470,NC_007795.1,469421.0,469552.0,+,,,hypothetical protein,YP_499049.1
SAOUHSC_00471,NC_007795.1,469575.0,470927.0,+,glmU,,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,YP_499050.1
SAOUHSC_00472,NC_007795.1,471074.0,472039.0,+,,,ribose-phosphate pyrophosphokinase,YP_499051.1
SAOUHSC_00473,NC_007795.1,472097.0,472207.0,-,,,hypothetical protein,YP_499052.1
SAOUHSC_00474,NC_007795.1,472189.0,472842.0,+,,,50S ribosomal protein L25/general stress protein Ctc,YP_499053.1
SAOUHSC_00475,NC_007795.1,473153.0,473725.0,+,,,peptidyl-tRNA hydrolase,YP_499054.1
SAOUHSC_00477,NC_007795.1,473725.0,477231.0,+,,,transcription-repair coupling factor,YP_499055.1
SAOUHSC_00479,NC_007795.1,477221.0,478747.0,+,,,hypothetical protein,YP_499056.1
SAOUHSC_00480,NC_007795.1,478747.0,479940.0,+,,,hypothetical protein,YP_499057.1
SAOUHSC_00481,NC_007795.1,479937.0,480200.0,+,,,hypothetical protein,YP_499058.1
SAOUHSC_00482,NC_007795.1,480218.0,480610.0,+,,,hypothetical protein,YP_499059.1
SAOUHSC_00483,NC_007795.1,480715.0,481116.0,+,,,hypothetical protein,YP_499060.1
SAOUHSC_00484,NC_007795.1,481296.0,482591.0,+,,,hypothetical protein,YP_499061.1
SAOUHSC_00485,NC_007795.1,482596.0,483135.0,+,,,hypoxanthine phosphoribosyltransferase,YP_499062.1
SAOUHSC_00486,NC_007795.1,483392.0,485485.0,+,,,hypothetical protein,YP_499063.1
SAOUHSC_00487,NC_007795.1,485714.0,486595.0,+,hslO,,Hsp33-like chaperonin,YP_499064.1
SAOUHSC_00488,NC_007795.1,486774.0,487706.0,+,,,hypothetical protein,YP_499065.1
SAOUHSC_00489,NC_007795.1,487922.0,488725.0,+,,,dihydropteroate synthase,YP_499066.1
SAOUHSC_00490,NC_007795.1,488703.0,489068.0,+,,,dihydroneopterin aldolase,YP_499067.1
SAOUHSC_00491,NC_007795.1,489065.0,489541.0,+,,,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,YP_499068.1
SAOUHSC_00492,NC_007795.1,489935.0,490027.0,+,,,hypothetical protein,YP_499069.1
SAOUHSC_00493,NC_007795.1,490080.0,491567.0,+,lysS,,lysyl-tRNA synthetase,YP_499070.1
SAOUHSC_00497,NC_007795.1,498652.0,500034.0,-,,,hypothetical protein,YP_499071.1
SAOUHSC_00499,NC_007795.1,500138.0,501025.0,+,,,pyridoxal biosynthesis lyase PdxS,YP_499072.1
SAOUHSC_00500,NC_007795.1,501029.0,501589.0,+,,,glutamine amidotransferase subunit PdxT,YP_499073.1
SAOUHSC_00501,NC_007795.1,501797.0,503011.0,-,,,hypothetical protein,YP_499074.1
SAOUHSC_00502,NC_007795.1,503169.0,503630.0,+,,,hypothetical protein,YP_499075.1
SAOUHSC_00503,NC_007795.1,503727.0,504215.0,+,,,UvrB/UvrC motif-containing protein,YP_499076.1
SAOUHSC_00504,NC_007795.1,504205.0,505212.0,+,,,ATP:guanido phosphotransferase,YP_499077.1
SAOUHSC_00505,NC_007795.1,505226.0,507682.0,+,,,endopeptidase,YP_499078.1
SAOUHSC_00507,NC_007795.1,508167.0,509531.0,+,,,DNA repair protein RadA,YP_499080.2
SAOUHSC_00508,NC_007795.1,509574.0,510629.0,+,,,hypothetical protein,YP_499081.1
SAOUHSC_00509,NC_007795.1,511186.0,512640.0,+,gltX,,glutamyl-tRNA synthetase,YP_499082.1
SAOUHSC_00510,NC_007795.1,513063.0,513710.0,+,,,serine acetyltransferase,YP_499083.1
SAOUHSC_00511,NC_007795.1,513694.0,515094.0,+,cysS,,cysteinyl-tRNA synthetase,YP_499084.1
SAOUHSC_00512,NC_007795.1,515087.0,515491.0,+,,,hypothetical protein,YP_499085.1
SAOUHSC_00513,NC_007795.1,515499.0,516245.0,+,,,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,YP_499086.1
SAOUHSC_00514,NC_007795.1,516245.0,516769.0,+,,,hypothetical protein,YP_499087.1
SAOUHSC_00515,NC_007795.1,516850.0,517419.0,+,,,hypothetical protein,YP_499088.1
SAOUHSC_00516,NC_007795.1,517733.0,517915.0,+,secE,,preprotein translocase subunit SecE,YP_499089.2
SAOUHSC_00517,NC_007795.1,517928.0,518476.0,+,,,transcription antitermination protein,YP_499090.1
SAOUHSC_00518,NC_007795.1,518657.0,519079.0,+,rplK,,50S ribosomal protein L11,YP_499091.1
SAOUHSC_00519,NC_007795.1,519287.0,519979.0,+,rplA,,50S ribosomal protein L1,YP_499092.1
SAOUHSC_00520,NC_007795.1,520251.0,520751.0,+,rplJ,,50S ribosomal protein L10,YP_499093.1
SAOUHSC_00521,NC_007795.1,520794.0,521162.0,+,rplL,,50S ribosomal protein L7/L12,YP_499094.1
SAOUHSC_00523,NC_007795.1,521337.0,521945.0,+,,,hypothetical protein,YP_499095.1
SAOUHSC_00524,NC_007795.1,522160.0,525711.0,+,rpoB,,DNA-directed RNA polymerase subunit beta,YP_499096.2
SAOUHSC_00525,NC_007795.1,525875.0,529471.0,+,,,DNA-directed RNA polymerase subunit beta',YP_499097.1
SAOUHSC_00526,NC_007795.1,529608.0,529862.0,+,,,50S ribosomal protein L7Ae-like protein,YP_499098.1
SAOUHSC_00527,NC_007795.1,529960.0,530373.0,+,rpsL,,30S ribosomal protein S12,YP_499099.1
SAOUHSC_00528,NC_007795.1,530439.0,530909.0,+,,,30S ribosomal protein S7,YP_499100.1
SAOUHSC_00529,NC_007795.1,531032.0,533113.0,+,,,elongation factor G,YP_499101.1
SAOUHSC_00530,NC_007795.1,533330.0,534514.0,+,,,elongation factor Tu,YP_499102.1
SAOUHSC_00531,NC_007795.1,534796.0,535971.0,-,,,hypothetical protein,YP_499103.1
SAOUHSC_00532,NC_007795.1,536142.0,537329.0,+,,,2-amino-3-ketobutyrate coenzyme A ligase,YP_499104.1
SAOUHSC_00533,NC_007795.1,537595.0,538473.0,+,,,chaperone protein HchA,YP_499105.1
SAOUHSC_00534,NC_007795.1,538632.0,540269.0,+,,,ribulokinase,YP_499106.1
SAOUHSC_00535,NC_007795.1,540483.0,541448.0,+,,,hypothetical protein,YP_499107.1
SAOUHSC_00536,NC_007795.1,541783.0,542859.0,+,,,branched-chain amino acid aminotransferase,YP_499108.1
SAOUHSC_00537,NC_007795.1,542832.0,543005.0,+,,,hypothetical protein,YP_499109.1
SAOUHSC_00538,NC_007795.1,543109.0,543792.0,+,,,haloacid dehalogenase-like hydrolase,YP_499110.1
SAOUHSC_00539,NC_007795.1,543908.0,544570.0,-,,,hypothetical protein,YP_499111.1
SAOUHSC_00540,NC_007795.1,544563.0,545180.0,-,,,hypothetical protein,YP_499112.1
SAOUHSC_00541,NC_007795.1,545247.0,545717.0,+,,,hypothetical protein,YP_499113.1
SAOUHSC_00542,NC_007795.1,545864.0,546733.0,+,,,hypothetical protein,YP_499114.1
SAOUHSC_00543,NC_007795.1,546754.0,547320.0,+,,,hypothetical protein,YP_499115.1
SAOUHSC_A00526,NC_007795.1,547608.0,547865.0,-,,,hypothetical protein,YP_499116.1
SAOUHSC_00544,NC_007795.1,547751.0,550738.0,+,,,fibrinogen-binding protein SdrC,YP_499117.1
SAOUHSC_00545,NC_007795.1,551105.0,555154.0,+,,,fibrinogen-binding protein SdrD,YP_499118.1
SAOUHSC_00547,NC_007795.1,555273.0,556745.0,+,,,hypothetical protein,YP_499119.1
SAOUHSC_00548,NC_007795.1,556869.0,558359.0,-,,,hypothetical protein,YP_499120.1
SAOUHSC_00549,NC_007795.1,558641.0,559519.0,-,,,GTP cyclohydrolase,YP_499121.1
SAOUHSC_00550,NC_007795.1,559532.0,560197.0,-,,,hypothetical protein,YP_499122.1
SAOUHSC_00551,NC_007795.1,560211.0,560573.0,-,,,hypothetical protein,YP_499123.1
SAOUHSC_00552,NC_007795.1,560849.0,561607.0,+,,,hypothetical protein,YP_499124.1
SAOUHSC_00553,NC_007795.1,561684.0,562316.0,+,,,hypothetical protein,YP_499125.1
SAOUHSC_00554,NC_007795.1,562318.0,562866.0,+,,,6-phospho 3-hexuloisomerase,YP_499126.2
SAOUHSC_00555,NC_007795.1,562979.0,563626.0,+,,,haloacid dehalogenase-like hydrolase,YP_499127.1
SAOUHSC_00556,NC_007795.1,564128.0,565528.0,+,,,proline/betaine transporter,YP_499128.1
SAOUHSC_00557,NC_007795.1,566072.0,567448.0,+,,,hypothetical protein,YP_499129.1
SAOUHSC_00558,NC_007795.1,567450.0,568589.0,+,,,acetyl-CoA acetyltransferase,YP_499130.1
SAOUHSC_00559,NC_007795.1,568564.0,568929.0,+,,,hypothetical protein,YP_499131.1
SAOUHSC_00560,NC_007795.1,568932.0,569201.0,+,,,hypothetical protein,YP_499132.1
SAOUHSC_00561,NC_007795.1,569402.0,569569.0,-,,,hypothetical protein,YP_499133.1
SAOUHSC_00562,NC_007795.1,570076.0,570906.0,-,,,phosphomethylpyrimidine kinase,YP_499134.1
SAOUHSC_00564,NC_007795.1,571090.0,571746.0,+,,,uracil-DNA glycosylase,YP_499135.1
SAOUHSC_00565,NC_007795.1,571747.0,572127.0,+,,,hypothetical protein,YP_499136.1
SAOUHSC_00567,NC_007795.1,572260.0,572628.0,+,,,hypothetical protein,YP_499137.1
SAOUHSC_00569,NC_007795.1,572749.0,574233.0,+,,,hypothetical protein,YP_499138.1
SAOUHSC_00571,NC_007795.1,574375.0,574827.0,-,,,hypothetical protein,YP_499139.1
SAOUHSC_00572,NC_007795.1,574840.0,575490.0,-,,,hypothetical protein,YP_499140.1
SAOUHSC_00573,NC_007795.1,576153.0,576905.0,-,,,heme peroxidase,YP_499141.1
SAOUHSC_00574,NC_007795.1,577073.0,578059.0,+,eutD,,phosphotransacetylase,YP_499142.1
